timestamp,type,event
1389612817335,eye,Class hierarchy
1389612824387,eye,Popup
1389612828838,eye,Class hierarchy
1389612835086,log,ClassAddition
1389612836721,eye,File menu
1389612838313,log,M_entity_selected
1389612838754,eye,File menu
1389612841771,eye,Description
1389612844017,log,M_entity_selected
1389612844138,eye,File menu
1389612844704,eye,Class hierarchy
1389612857622,log,ClassAddition
1389612858433,log,EntitySelected
1389612861954,eye,Class hierarchy
1389612862353,eye,Annotations-Usage
1389612864387,eye,Popup
1389612864797,log,ClassAddition
1389612864831,log,DescriptionSelected
1389612865597,log,EntitySelected
1389612871923,eye,Class hierarchy
1389612873110,log,ClassAddition
1389612874513,log,EntitySelected
1389612879107,eye,Class hierarchy
1389612881229,log,ClassAddition
1389612882249,log,EntitySelected
1389612886133,eye,Class hierarchy
1389612889342,log,ClassAddition
1389612890081,log,EntitySelected
1389612891184,log,M_hierarchy
1389612902883,eye,Popup
1389612904025,log,ClassAddition
1389612904977,log,EntitySelected
1389612907383,eye,Class hierarchy
1389612907983,eye,Popup
1389612913230,eye,Class hierarchy
1389612914069,log,ClassAddition
1389612914832,log,EntitySelected
1389612939716,eye,Class hierarchy
1389612941511,log,EntitySelected
1389612945282,eye,File menu
1389612948816,eye,Class hierarchy
1389612962745,log,M_entity_selected
1389612964982,eye,Class hierarchy
1389612965895,log,DescriptionSelected
1389612970004,log,Convert into defined
1389612970466,eye,Class hierarchy
1389612971453,log,EntitySelected
1389612972283,eye,Class hierarchy
1389612992779,log,EntitySelected
1389613000483,eye,Class hierarchy
1389613002541,log,ClassAddition
1389613002567,log,DescriptionSelected
1389613003490,log,EntitySelected
1389613005816,eye,Class hierarchy
1389613006996,log,ClassAddition
1389613007896,log,EntitySelected
1389613008183,eye,Description
1389613014047,log,EntitySelected
1389613015366,eye,Class hierarchy
1389613022999,log,DescriptionSelected
1389613027825,log,EntityModified
1389613028083,eye,Class hierarchy
1389613029431,log,EntitySelected
1389613029900,eye,Class hierarchy
1389613030366,log,DescriptionSelected
1389613033977,log,EntityModified
1389613034234,eye,Class hierarchy
1389613035198,log,EntitySelected
1389613035483,eye,Class hierarchy
1389613036158,log,DescriptionSelected
1389613038741,log,EntityModified
1389613038967,eye,Class hierarchy
1389613039904,log,EntitySelected
1389613040183,eye,Class hierarchy
1389613043691,log,EntitySelected
1389613044083,eye,Class hierarchy
1389613044806,log,DescriptionSelected
1389613047490,log,EntityModified
1389613047733,eye,Class hierarchy
1389613049840,log,M_entity_selected
1389613049850,eye,Class hierarchy
1389613050944,log,EntitySelected
1389613051484,eye,Class hierarchy
1389613052549,log,DescriptionSelected
1389613055045,log,EntityModified
1389613055805,log,EntitySelected
1389613056134,eye,Class hierarchy
1389613056606,log,DescriptionSelected
1389613056634,eye,Class hierarchy
1389613059068,log,EntityModified
1389613060117,eye,Class hierarchy
1389613062560,log,M_entity_selected
1389613085668,eye,Class hierarchy
1389613093215,log,M_entity_selected
1389613095868,eye,Property hierarchy
1389613107718,eye,Description
1389613108735,eye,Property hierarchy
1389613121764,eye,Popup
1389613121997,eye,Annotations-Usage
1389613122214,eye,Property hierarchy
1389613122547,eye,Annotations-Usage
1389613129664,eye,Property hierarchy
1389613130731,eye,Annotations-Usage
1389613131881,eye,Property hierarchy
1389613135031,eye,Annotations-Usage
1389613139264,eye,Property hierarchy
1389613145967,eye,Annotations-Usage
1389613153467,eye,Popup
1389613153924,log,PropertyAddition
1389613153967,eye,Popup
1389613154417,eye,Annotations-Usage
1389613155084,eye,Description
1389613157629,log,DescriptionSelected
1389613166355,log,EntityModified
1389613166600,eye,Description
1389613167565,log,DescriptionSelected
1389613172356,log,EntityModified
1389613172500,eye,Description
1389613174429,log,M_entity_selected
1389613174717,eye,File menu
1389613174917,eye,Description
1389613176110,log,EntitySelected
1389613176217,eye,Description
1389613178029,log,DescriptionSelected
1389613184736,log,EntityModified
1389613185317,eye,Description
1389613185664,log,DescriptionSelected
1389613201516,log,EntityModified
1389613201552,eye,Description
1389613203995,log,EntitySelected
1389613209542,log,M_hierarchy
1389613211279,log,EntitySelected
1389613211603,eye,Class hierarchy
1389613213358,log,DescriptionSelected
1389613259281,log,EntityModified
1389613260440,eye,Description
1389613261107,eye,Class hierarchy
1389613261541,eye,Annotations-Usage
1389613261925,eye,Description
1389613262391,eye,Class hierarchy
1389613262875,eye,Description
1389613263308,eye,Class hierarchy
1389613264391,eye,Description
1389613272775,eye,Class hierarchy
1389613276070,log,HExpanded
1389613283812,log,M_entity_selected
1389613283842,eye,Class hierarchy
1389613289606,log,DescriptionSelected
1389613290442,eye,Class hierarchy
1389613291580,log,DescriptionSelected
1389613312441,log,EntityModified
1389613312759,eye,Class hierarchy
1389613314662,log,ReasonerInvoked
1389613315142,eye,Class hierarchy
1389613315759,eye,Description
1389613316490,log,EntitySelected
1389613317192,eye,Class hierarchy
1389613317531,log,EntitySelected
1389613318542,eye,Class hierarchy
1389613319381,log,DescriptionSelected_I
1389613319453,log,InvokeExplanation
1389613319775,eye,Annotations-Usage
1389613320709,eye,Explanation
1389613320959,eye,Class hierarchy
1389613321209,eye,Explanation
1389613323126,eye,Class hierarchy
1389613323509,eye,Explanation
1389613327095,log,EntitySelected
1389613331242,eye,Class hierarchy
1389613331459,eye,Description
1389613331776,eye,Class hierarchy
1389613332376,eye,Description
1389613333206,log,EntityDeleted
1389613334318,log,EntitySelected
1389613336459,eye,Class hierarchy
1389613336480,log,ReasonerInvoked
1389613336792,eye,Class hierarchy
1389613338121,log,M_entity_selected
1389613338692,eye,Class hierarchy
1389613338867,log,EntitySelected
1389613339026,eye,Class hierarchy
1389613339403,log,EntitySelected
1389613339759,eye,Class hierarchy
1389613340821,log,DescriptionSelected_I
1389613340901,log,InvokeExplanation
1389613340992,eye,Class hierarchy
1389613342826,eye,Explanation
1389613344326,eye,Class hierarchy
1389613349159,log,EntitySelected
1389613349926,eye,Class hierarchy
1389613351821,log,EntitySelected
1389613352092,eye,Class hierarchy
1389613352542,eye,Description
1389613352829,log,DescriptionSelected
1389613352926,eye,Class hierarchy
1389613352964,log,DescriptionSelected
1389613372687,log,EntityModified
1389613374364,log,ReasonerInvoked
1389613374376,eye,Class hierarchy
1389613377590,log,M_entity_selected
1389613378176,eye,Class hierarchy
1389613379462,log,EntitySelected
1389613384044,eye,Class hierarchy
1389613393126,eye,Description
1389613394723,log,EntitySelected
1389613395159,eye,Description
1389613404869,log,DescriptionSelected
1389613404926,eye,Description
1389613410741,log,EntityModified
1389613411009,eye,Description
1389613411893,eye,Class hierarchy
1389613412159,eye,Description
1389613425232,log,EntitySelected
1389613425776,eye,Description
1389613427035,log,DescriptionSelected
1389613478923,log,EntityModified
1389613479268,eye,Class hierarchy
1389613479934,eye,Description
1389613485533,log,M_entity_selected
1389613494822,eye,Annotations-Usage
1389613501744,eye,Description
1389613505711,eye,Annotations-Usage
1389613508395,eye,Popup
1389613508595,eye,Annotations-Usage
1389613510195,eye,Popup
1389613515178,eye,File menu
1389613576162,log,M_class_addition
1389613577039,eye,Class hierarchy
1389613578724,log,EntitySelected
1389613578905,eye,Class hierarchy
1389613580306,eye,Description
1389613580872,eye,Class hierarchy
1389613581305,eye,Description
1389613582456,eye,Class hierarchy
1389613584305,eye,Description
1389613584472,eye,Class hierarchy
1389613585989,eye,Description
1389613586439,eye,Class hierarchy
1389613586869,log,DescriptionSelected
1389613586955,log,EntityDeleted
1389613587339,eye,Class hierarchy
1389613587937,log,EntitySelected
1389613588322,eye,Class hierarchy
1389613588652,log,EntitySelected
1389613588689,eye,Class hierarchy
1389613591586,log,DescriptionSelected
1389613607676,log,Convert into defined
1389613609036,log,EntitySelected
1389613609322,eye,Class hierarchy
1389613609818,log,DescriptionSelected
1389613616510,log,Convert into defined
1389613617431,log,EntitySelected
1389613617739,eye,Class hierarchy
1389613618378,log,DescriptionSelected
1389613625379,log,Convert into defined
1389613626189,log,EntitySelected
1389613626506,eye,Class hierarchy
1389613627020,log,DescriptionSelected
1389613627523,eye,Class hierarchy
1389613636221,log,Convert into defined
1389613637030,log,EntitySelected
1389613637323,eye,Class hierarchy
1389613637786,log,DescriptionSelected
1389613645902,log,Convert into defined
1389613647956,eye,Class hierarchy
1389613648190,eye,Annotations-Usage
1389613650045,log,EntitySelected
1389613651707,eye,Class hierarchy
1389613652123,log,DescriptionSelected
1389613658046,log,Convert into defined
1389613659323,log,EntitySelected
1389613659656,eye,Annotations-Usage
1389613659763,log,EntitySelected
1389613662443,log,SaveOntology
1389613663643,log,EntitySelected
1389613664473,eye,Annotations-Usage
1389613665207,eye,Class hierarchy
1389613665640,eye,Annotations-Usage
1389613667056,log,ReasonerInvoked
1389613667090,eye,Class hierarchy
1389613668819,log,EntitySelected
1389613669057,eye,Class hierarchy
1389613672090,eye,Description
1389613672940,eye,Class hierarchy
1389613673490,eye,Description
1389613676053,log,DescriptionSelected
1389613676115,log,EntityDeleted
1389613677524,log,EntitySelected
1389613677940,eye,Class hierarchy
1389613678157,eye,Description
1389613678972,log,M_description_selected
1389613678973,eye,Description
1389613692661,log,EntityModified
1389613692823,eye,Class hierarchy
1389613693557,eye,Description
1389613693907,eye,Class hierarchy
1389613694193,log,DescriptionSelected_I
1389613701952,log,EntityModified
1389613702524,eye,Class hierarchy
1389613703341,eye,Description
1389613705241,eye,Class hierarchy
1389613705265,log,ReasonerInvoked
1389613705924,eye,Class hierarchy
1389613708515,log,EntitySelected
1389613710108,eye,Class hierarchy
1389613718330,log,DescriptionSelected_I
1389613731308,log,EntityModified
1389613731606,eye,Class hierarchy
1389613732369,log,DescriptionSelected
1389613744399,log,EntityModified
1389613746238,eye,Class hierarchy
1389613753718,eye,Annotations-Usage
1389613753727,log,EntitySelected
1389613754068,eye,Annotations-Usage
1389613754468,eye,Class hierarchy
1389613755352,eye,Annotations-Usage
1389613756768,eye,Class hierarchy
1389613758985,eye,Description
1389613759101,eye,Class hierarchy
1389613759435,eye,Annotations-Usage
1389613759718,eye,Class hierarchy
1389613761485,eye,Annotations-Usage
1389613762785,eye,Class hierarchy
1389613765867,log,EntitySelected
1389613766468,eye,Description
1389613766768,eye,Class hierarchy
1389613767135,eye,Description
1389613769518,eye,Class hierarchy
1389613769768,eye,Description
1389613770168,eye,Class hierarchy
1389613771935,eye,Description
1389613772635,eye,Class hierarchy
1389613773102,eye,Description
1389613774747,log,DescriptionSelected
1389613774819,log,EntityDeleted
1389613775252,eye,Class hierarchy
1389613775961,log,DescriptionSelected
1389613786003,log,EntityModified
1389613786584,log,EntityEdited:finished
1389613786860,eye,Class hierarchy
1389613787560,eye,Description
1389613787810,eye,Class hierarchy
1389613788627,log,EntitySelected
1389613788727,eye,Class hierarchy
1389613789010,eye,Description
1389613789553,log,M_description_selected
1389613796882,log,EntityModified
1389613797477,eye,Class hierarchy
1389613798877,eye,Description
1389613799244,eye,Class hierarchy
1389613799744,eye,Description
1389613799987,log,M_description_selected
1389613821271,log,EntityModified
1389613821544,eye,Class hierarchy
1389613822027,eye,Description
1389613823227,eye,Class hierarchy
1389613823586,log,EntitySelected
1389613824027,eye,Class hierarchy
1389613826041,log,DescriptionSelected
1389613836758,log,EntityModified
1389613837011,eye,Class hierarchy
1389613837395,eye,Description
1389613837745,eye,Class hierarchy
1389613838584,log,DescriptionSelected
1389613838628,eye,Description
1389613844750,log,EntityModified
1389613845932,log,EntitySelected
1389613846078,eye,Class hierarchy
1389613847057,log,DescriptionSelected
1389613893670,log,EntityModified
1389613894239,eye,Class hierarchy
1389613894801,log,DescriptionSelected
1389613900861,log,EntityModified
1389613901439,eye,Class hierarchy
1389613901623,eye,Annotations-Usage
1389613902256,eye,Annotations-Usage
1389613903056,eye,Class hierarchy
1389613903720,log,DescriptionSelected
1389613917307,log,EntityModified
1389613918156,eye,Class hierarchy
1389613918679,log,DescriptionSelected
1389613918722,log,EntitySelected
1389613918726,log,DescriptionSelected
1389613937760,log,EntityModified
1389613937805,eye,Description
1389613941547,log,EntitySelected
1389613943338,eye,Annotations-Usage
1389613944249,log,DescriptionSelected
1389613952354,log,EntityModified
1389613952416,log,EntityEdited:finished
1389613953026,eye,Class hierarchy
1389613954320,log,DescriptionSelected
1389613959119,log,EntityModified
1389613959659,eye,Class hierarchy
1389613960692,eye,Class hierarchy
1389613962272,log,EntitySelected
1389613962609,eye,Class hierarchy
1389613963184,log,DescriptionSelected
1389613970173,log,EntityModified
1389613970261,eye,Description
1389613970562,eye,Class hierarchy
1389613971264,log,DescriptionSelected
1389613977635,log,EntityModified
1389613978686,log,EntitySelected
1389613979624,log,DescriptionSelected
1389613984001,log,EntityModified
1389613984352,eye,Class hierarchy
1389613987144,log,DescriptionSelected
1389613990995,log,EntityModified
1389613991626,eye,Class hierarchy
1389613992263,log,DescriptionSelected
1389613995351,log,EntityModified
1389613996705,log,EntitySelected
1389613997030,eye,Class hierarchy
1389613997888,log,DescriptionSelected
1389614021029,log,EntityModified
1389614021894,log,EntitySelected
1389614022494,eye,Class hierarchy
1389614022872,log,DescriptionSelected
1389614026832,log,EntityModified
1389614027289,eye,Annotations-Usage
1389614027759,log,DescriptionSelected
1389614030265,log,EntityModified
1389614030922,eye,Class hierarchy
1389614031322,eye,Annotations-Usage
1389614033956,eye,Description
1389614034481,log,EntitySelected
1389614034823,eye,Annotations-Usage
1389614037373,eye,Class hierarchy
1389614037455,log,DescriptionSelected
1389614041871,log,EntitySelected
1389614042256,eye,Class hierarchy
1389614042265,log,EntitySelected
1389614042740,eye,Class hierarchy
1389614043073,eye,Description
1389614044369,log,EntitySelected
1389614049719,log,M_description_selected
1389614052739,log,EntityModified
1389614053384,eye,Class hierarchy
1389614053640,log,DescriptionSelected
1389614055806,log,EntityModified
1389614056150,eye,Annotations-Usage
1389614056367,eye,Class hierarchy
1389614056775,log,DescriptionSelected
1389614058807,log,EntityModified
1389614059654,log,EntitySelected
1389614059934,eye,Class hierarchy
1389614060559,log,DescriptionSelected
1389614070647,log,EntityModified
1389614070651,eye,Description
1389614071001,eye,Class hierarchy
1389614071528,log,DescriptionSelected
1389614074762,log,EntityModified
1389614075117,eye,Class hierarchy
1389614075695,log,DescriptionSelected
1389614077390,log,EntityModified
1389614078247,log,DescriptionSelected
1389614080212,log,EntityModified
1389614081198,log,EntitySelected
1389614081501,eye,Description
1389614082176,log,DescriptionSelected
1389614087233,log,EntityModified
1389614088191,log,DescriptionSelected
1389614092016,log,EntityModified
1389614092500,eye,Description
1389614092683,eye,Class hierarchy
1389614092967,eye,Description
1389614093078,log,DescriptionSelected
1389614096461,log,EntityModified
1389614098255,eye,Description
1389614099913,log,DescriptionSelected
1389614099984,log,EntityDeleted
1389614101453,eye,Class hierarchy
1389614101784,log,DescriptionSelected
1389614105669,log,EntityModified
1389614105718,eye,Description
1389614107005,log,EntitySelected
1389614109072,log,DescriptionSelected
1389614109102,eye,Class hierarchy
1389614112224,log,EntityModified
1389614112712,eye,Class hierarchy
1389614113318,log,DescriptionSelected
1389614115267,log,EntityModified
1389614115795,eye,Class hierarchy
1389614116079,log,DescriptionSelected
1389614118477,log,EntityModified
1389614119529,log,EntitySelected
1389614119928,eye,Class hierarchy
1389614127199,log,DescriptionSelected
1389614129415,log,EntityModified
1389614130841,log,EntitySelected
1389614131963,eye,Class hierarchy
1389614132631,log,DescriptionSelected
1389614141809,log,EntityModified
1389614142376,eye,Class hierarchy
1389614142583,log,DescriptionSelected
1389614145180,log,EntityModified
1389614145676,eye,Class hierarchy
1389614148086,log,EntitySelected
1389614151678,log,DescriptionSelected
1389614155665,log,EntityModified
1389614155964,eye,Class hierarchy
1389614156566,log,DescriptionSelected
1389614159238,log,EntityModified
1389614160381,eye,Class hierarchy
1389614163417,log,M_entity_selected
1389614164481,eye,Class hierarchy
1389614165223,log,DescriptionSelected
1389614165248,eye,Class hierarchy
1389614171602,log,EntityModified
1389614173768,log,EntitySelected
1389614174927,eye,Class hierarchy
1389614176166,log,DescriptionSelected
1389614187953,log,EntityModified
1389614188246,eye,Description
1389614189206,log,DescriptionSelected
1389614192834,log,EntityModified
1389614193397,eye,Annotations-Usage
1389614193791,log,DescriptionSelected
1389614195633,log,EntityModified
1389614196827,log,EntitySelected
1389614197147,eye,Annotations-Usage
1389614197497,eye,Description
1389614197751,log,DescriptionSelected
1389614203577,log,EntityModified
1389614204398,log,DescriptionSelected
1389614206476,log,EntityModified
1389614210769,log,SaveOntology
1389614211744,log,EntitySelected
1389614212100,eye,Class hierarchy
1389614212623,log,DescriptionSelected
1389614220619,log,EntityModified
1389614221602,log,EntitySelected
1389614222006,eye,Annotations-Usage
1389614222807,log,DescriptionSelected
1389614231831,log,EntityModified
1389614232818,eye,Class hierarchy
1389614233472,log,DescriptionSelected
1389614235386,log,EntityModified
1389614235768,eye,Class hierarchy
1389614236254,log,DescriptionSelected
1389614243055,log,EntityModified
1389614243618,eye,Class hierarchy
1389614244158,log,DescriptionSelected
1389614247611,log,EntityModified
1389614248168,eye,Description
1389614254135,log,DescriptionSelected
1389614256135,log,EntityModified
1389614256477,eye,Description
1389614262828,eye,Class hierarchy
1389614264495,eye,Property hierarchy
1389614268110,log,EntitySelected
1389614268634,eye,Annotations-Usage
1389614269094,log,DescriptionSelected
1389614269151,eye,Description
1389614277976,log,EntityModified
1389614278926,log,EntitySelected
1389614281287,log,DescriptionSelected
1389614281322,eye,Annotations-Usage
1389614284760,log,EntityModified
1389614284772,eye,Description
1389614285205,eye,Annotations-Usage
1389614285675,log,DescriptionSelected
1389614290902,log,EntityModified
1389614291305,eye,Description
1389614291455,eye,Annotations-Usage
1389614292395,log,DescriptionSelected
1389614292453,log,EntitySelected
1389614292938,eye,Description
1389614293955,log,EntitySelected
1389614294305,eye,Annotations-Usage
1389614294789,log,DescriptionSelected
1389614302241,log,EntityModified
1389614302255,eye,Description
1389614302345,log,EntityEdited:finished
1389614302639,eye,Description
1389614302839,eye,Annotations-Usage
1389614303313,log,DescriptionSelected
1389614305226,log,EntityModified
1389614305605,eye,Description
1389614309848,log,SaveOntology
1389614311608,log,ReasonerInvoked
1389614311640,eye,Description
1389614312206,eye,Class hierarchy
1389614317391,log,M_hierarchy
1389614321752,eye,Description
1389614321869,eye,Class hierarchy
1389614324786,eye,File menu
1389614384722,log,M_class_addition
1389614385786,eye,Class hierarchy
1389614386967,log,EntitySelected
1389614387586,eye,Description
1389614387901,log,DescriptionSelected
1389614401645,eye,Class hierarchy
1389614404595,eye,Class hierarchy
1389614406512,eye,Class hierarchy
1389614417746,eye,Class hierarchy
1389614424579,eye,Class hierarchy
1389614426888,log,Convert into defined
1389614427363,eye,Class hierarchy
1389614428538,log,EntitySelected
1389614428896,eye,Class hierarchy
1389614429660,log,DescriptionSelected
1389614442929,eye,Class hierarchy
1389614444596,eye,Class hierarchy
1389614454630,eye,Class hierarchy
1389614457579,eye,Class hierarchy
1389614462113,eye,Class hierarchy
1389614463996,eye,Class hierarchy
1389614467930,eye,Class hierarchy
1389614469435,log,Convert into defined
1389614470500,log,EntitySelected
1389614470746,eye,Class hierarchy
1389614470963,eye,Annotations-Usage
1389614472581,log,DescriptionSelected
1389614473213,eye,Class hierarchy
1389614473963,eye,Annotations-Usage
1389614475180,eye,Class hierarchy
1389614476310,log,DescriptionSelected
1389614476680,eye,Class hierarchy
1389614478796,eye,Class hierarchy
1389614481863,eye,Class hierarchy
1389614485680,eye,Description
1389614485694,log,Convert into defined
1389614486047,eye,Class hierarchy
1389614487960,log,SaveOntology
1389614489863,eye,Description
1389614489866,log,ReasonerInvoked
1389614490180,eye,Class hierarchy
1389614490880,eye,Description
1389614493942,log,HExpanded_I
1389614499776,eye,File menu
1389614502117,eye,Class hierarchy
1389614506456,eye,Description
1389614507156,eye,Annotations-Usage
1389614512685,eye,Class hierarchy
1389614514702,eye,Description
