timestamp,type,event
1389980266001,eye,Description
1389980271038,log,Convert into defined
1389980271267,eye,Class hierarchy
1389980272734,log,Convert into defined
1389980273217,eye,Description
1389980278261,log,DescriptionSelected
1389980278268,log,EntityDeleted
1389980283597,log,M_entity_selected
1389980285846,eye,Class hierarchy
1389980290709,eye,Popup
1389980293127,eye,Class hierarchy
1389980295194,eye,Popup
1389980297227,eye,Class hierarchy
1389980297394,eye,Description
1389980304479,log,EntitySelected
1389980307070,log,DescriptionSelected
1389980307918,eye,Description
1389980311601,eye,Description
1389980314668,eye,Class hierarchy
1389980315155,log,Convert into defined
1389980315234,eye,Description
1389980316185,eye,Class hierarchy
1389980320235,eye,Description
1389980320884,eye,File menu
1389980321735,eye,Annotations-Usage
1389980322052,eye,Description
1389980323019,eye,Class hierarchy
1389980323344,log,DescriptionSelected
1389980323430,log,EntityDeleted
1389980327058,log,SaveOntology
1389980328890,eye,Class hierarchy
1389980341820,eye,Description
1389980343814,eye,Popup
1389980344064,eye,Class hierarchy
1389980345263,eye,Description
1389980351570,log,EntitySelected
1389980355829,log,M_description_selected
1389980359785,eye,Description
1389980360352,eye,Class hierarchy
1389980361157,log,Convert into defined
1389980364841,eye,Popup
1389980370033,eye,Class hierarchy
1389980376651,log,EntitySelected
1389980378383,eye,Popup
1389980379066,eye,Description
1389980380266,eye,Popup
1389980380516,eye,Description
1389980386244,eye,Class hierarchy
1389980387935,log,EntitySelected
1389980389580,log,DescriptionSelected
1389980391811,eye,Property hierarchy
1389980393728,log,Convert into defined
1389980398417,log,SaveOntology
1389980401527,log,ReasonerInvoked
1389980409878,eye,Class hierarchy
1389980414372,log,EntitySelected_I
1389980416261,eye,Class hierarchy
1389980417045,eye,Property hierarchy
1389980417515,log,EntitySelected_I
1389980425678,log,EntityDeleted
1389980433686,log,ReasonerInvoked
1389980438129,log,M_hierarchy_I
1389980451636,log,M_entity_selected_I
1389980454613,log,M_hierarchy_I
1389980458123,eye,Class hierarchy
1389980459780,log,EntitySelected_I
1389980465484,log,EntitySelected
1389980471450,eye,Popup
1389980480097,eye,Class hierarchy
1389980481797,eye,Popup
1389980482097,eye,Class hierarchy
1389980484547,eye,Description
1389980490803,log,ClassAddition
1389980493195,log,DescriptionSelected
1389980498184,eye,Class hierarchy
1389980500084,eye,Property hierarchy
1389980501301,eye,Property hierarchy
1389980501401,eye,Class hierarchy
1389980510101,eye,Property hierarchy
1389980517149,eye,Class hierarchy
1389980522240,eye,Description
1389980522590,eye,Class hierarchy
1389980530694,log,Convert into defined
1389980547620,eye,Class hierarchy
1389980552780,log,HExpanded
1389980554116,log,M_entity_selected
1389980559727,eye,Class hierarchy
1389980566743,eye,Popup
1389980567327,eye,Description
1389980567627,eye,Popup
1389980567893,eye,Description
1389980568310,eye,Popup
1389980568877,eye,Class hierarchy
1389980576514,log,ClassAddition
1389980578827,log,DescriptionSelected
1389980586437,eye,Class hierarchy
1389980593671,log,Convert into defined
1389980598109,log,SaveOntology
1389980600520,log,ReasonerInvoked
1389980605762,log,EntitySelected
1389980611587,eye,Description
1389980611771,eye,Class hierarchy
1389980611989,log,HExpanded_I
1389980612471,eye,Class hierarchy
