timestamp,type,event
1392986435085,log,EntityModified
1392986438211,log,EntitySelected
1392986439382,log,DescriptionSelected
1392986442979,log,EntityModified
1392986443726,log,DescriptionSelected
1392986447469,log,EntityModified
1392986451870,log,EntitySelected
1392986453766,log,DescriptionSelected
1392986457689,log,EntityModified
1392986458294,log,DescriptionSelected
1392986459903,log,EntityModified
1392986463637,eye,Class hierarchy
1392986464161,eye,Description
1392986468039,log,EntitySelected
1392986468821,eye,Description
1392986469093,log,DescriptionSelected
1392986469121,eye,Description
1392986471181,log,EntityModified
1392986471766,log,DescriptionSelected
1392986484470,log,EntityModified
1392986484509,eye,Description
1392986484825,eye,Class hierarchy
1392986485021,log,DescriptionSelected
1392986486486,log,EntityModified
1392986486989,log,DescriptionSelected
1392986488744,log,EntityModified
1392986490267,log,EntitySelected
1392986490841,eye,Class hierarchy
1392986491173,log,DescriptionSelected
1392986494777,log,EntityModified
1392986496309,log,DescriptionSelected
1392986498007,log,EntityModified
1392986521593,log,EntitySelected
1392986526988,eye,Description
1392986528021,log,DescriptionSelected
1392986530088,eye,Class hierarchy
1392986532661,log,EntitySelected
1392986534938,eye,Annotations-Usage
1392986560074,log,ClassAddition
1392986560835,eye,Annotations-Usage
1392986560986,eye,Description
1392986565036,eye,Description
1392986567541,log,DescriptionSelected
1392986570188,log,DescriptionSelected
1392986577693,log,EntityModified
1392986579396,log,M_description_selected
1392986584483,log,EntityModified
1392986585529,eye,Description
1392986585679,log,Convert into defined
1392986585929,eye,Description
1392986589829,eye,Class hierarchy
1392986591948,log,DescriptionSelected
1392986596857,log,EntitySelected
1392986596898,eye,Class hierarchy
1392986604399,eye,Popup
1392986610521,log,ClassAddition
1392986612596,log,M_description_selected
1392986623544,log,EntityModified
1392986624784,log,DescriptionSelected
1392986625703,log,Convert into defined
1392986630093,eye,Description
1392986630414,log,HExpanded
1392986631077,eye,Class hierarchy
1392986636413,log,M_entity_selected
1392986636510,eye,File menu
1392986638907,eye,Annotations-Usage
1392986643974,eye,Class hierarchy
1392986646907,eye,File menu
1392986649819,log,EntitySelected
1392986650000,log,HExpanded
1392986650002,log,EntitySelected
1392986661832,eye,Class hierarchy
1392986687617,eye,Description
1392986687967,eye,Class hierarchy
1392986704067,log,HExpanded
1392986704350,eye,Class hierarchy
1392986704421,log,HExpanded
1392986704483,eye,Class hierarchy
1392986704767,eye,Description
1392986705250,eye,Class hierarchy
1392986707365,log,EntitySelected
1392986707867,eye,Class hierarchy
1392986708250,eye,Description
1392986708717,eye,Class hierarchy
1392986714967,eye,Description
1392986715250,eye,Class hierarchy
1392986718301,log,EntitySelected
